categories,language,url
['Education'],en,https://www.youtube.com/watch?v=aDR_G3QOpmM
['Education'],Unknown,https://www.youtube.com/watch?v=YpwqCsddXT8
['Nonprofits & Activism'],fr,https://www.youtube.com/watch?v=g4aVN2A8a4E
['News & Politics'],Unknown,https://www.youtube.com/watch?v=dElJOK_p868
['Education'],en,https://www.youtube.com/watch?v=h9teml0Qb8Y
['Education'],Unknown,https://www.youtube.com/watch?v=ctAv6xmKm6I
['Entertainment'],en,https://www.youtube.com/watch?v=hHQUIaPKryY
['Education'],en,https://www.youtube.com/watch?v=adW8d9knVcU
['Nonprofits & Activism'],en,https://www.youtube.com/watch?v=dwM6gSIWIbQ
['Science & Technology'],en,https://www.youtube.com/watch?v=Z_Qn9yEqmko
['Science & Technology'],en,https://www.youtube.com/watch?v=ccWys96EhPI
['Science & Technology'],en,https://www.youtube.com/watch?v=bGD2N494Mas
['News & Politics'],en,https://www.youtube.com/watch?v=e8YWFNyZivE
['News & Politics'],en,https://www.youtube.com/watch?v=d19HSDi1LPQ
['Education'],en,https://www.youtube.com/watch?v=cVGS1buFM9Q
['People & Blogs'],en,https://www.youtube.com/watch?v=bkBUA5IX56U
['News & Politics'],en,https://www.youtube.com/watch?v=dsWYjDuhVhE
['People & Blogs'],en,https://www.youtube.com/watch?v=b06zH72QNtI
['People & Blogs'],en,https://www.youtube.com/watch?v=cqtorAbrugQ
['Education'],en,https://www.youtube.com/watch?v=cv97STKxIKI
['Travel & Events'],en,https://www.youtube.com/watch?v=bQfBz1Hx6dM
['News & Politics'],hi,https://www.youtube.com/watch?v=eGVQJFyab48
['Nonprofits & Activism'],en,https://www.youtube.com/watch?v=dAAbz_h8vhY
['Sports'],es,https://www.youtube.com/watch?v=caDUVqrOu_M
['Education'],en,https://www.youtube.com/watch?v=cueh-C38m5s
['News & Politics'],en,https://www.youtube.com/watch?v=bdKaqmdRTVE
['Nonprofits & Activism'],en,https://www.youtube.com/watch?v=dNshc0bD4PA
['Nonprofits & Activism'],en,https://www.youtube.com/watch?v=cA-BfJvzBIo
['Film & Animation'],en,https://www.youtube.com/watch?v=bKy9wUn2mmQ
['Education'],en,https://www.youtube.com/watch?v=dp4x-2-QE_o
['News & Politics'],hi,https://www.youtube.com/watch?v=cASoDEsjxuQ
['News & Politics'],hi,https://www.youtube.com/watch?v=dtJ3o2NesTU
['Sports'],en,https://www.youtube.com/watch?v=dJ4QOHcj7AU
['News & Politics'],en,https://www.youtube.com/watch?v=d2Wfk3zgaS4
['Sports'],en,https://www.youtube.com/watch?v=d8375_awJQY
['Howto & Style'],en,https://www.youtube.com/watch?v=cv9tqITRczY
['People & Blogs'],en,https://www.youtube.com/watch?v=djTvYn_Po1g
['Sports'],en,https://www.youtube.com/watch?v=dX8oZiZurQc
['Education'],en,https://www.youtube.com/watch?v=dcgLyPXJT2c
['Sports'],en,https://www.youtube.com/watch?v=eFdR5tnk4RM
['Science & Technology'],en,https://www.youtube.com/watch?v=c3482qAzZLQ
['Science & Technology'],en,https://www.youtube.com/watch?v=cPz_l6FDaoI
['Nonprofits & Activism'],en,https://www.youtube.com/watch?v=d2ZAFfJBxEM
['Education'],en,https://www.youtube.com/watch?v=dyJVhDZeq-4
['Gaming'],en,https://www.youtube.com/watch?v=cD1MhEJkqCw
['Entertainment'],en,https://www.youtube.com/watch?v=czUvXRuo7eQ
['News & Politics'],en,https://www.youtube.com/watch?v=eL2ZfN3h_-A
['News & Politics'],hi,https://www.youtube.com/watch?v=d9HljnF5ax4
['Education'],en,https://www.youtube.com/watch?v=dhv5h-wspPI
['Entertainment'],en,https://www.youtube.com/watch?v=c2aE8cKYm78
['Nonprofits & Activism'],en,https://www.youtube.com/watch?v=cew7feC0AL8
['People & Blogs'],en,https://www.youtube.com/watch?v=cTs1XSisOS8
['Science & Technology'],en,https://www.youtube.com/watch?v=cQmWAOTmm5w
['News & Politics'],en,https://www.youtube.com/watch?v=dBKzZ-IXvjw
['Gaming'],en,https://www.youtube.com/watch?v=blt1qx-_pyc
['Education'],en,https://www.youtube.com/watch?v=buX06LKz258
['News & Politics'],en,https://www.youtube.com/watch?v=b4jXnb2HUW0
